emote,month,count
eating,2023-12,11
eating,2024-01,36
eating,2024-02,7
eating,2024-03,16
eating,2024-04,11
eating,2024-05,29
eating,2024-06,21
eating,2024-07,34
eating,2024-08,60
eating,2024-09,44
eating,2024-10,28
eating,2024-11,55
eating,2024-12,29
eating,2025-01,73
eating,2025-02,27
eating,2025-03,32
eating,2025-04,12
eating,2025-05,4
THIS,2021-08,33
THIS,2021-11,2
THIS,2021-12,665
THIS,2022-01,642
THIS,2022-02,253
THIS,2022-03,205
THIS,2022-04,47
THIS,2022-05,23
THIS,2022-06,18
THIS,2022-07,2
THIS,2022-08,1
THIS,2022-09,5
THIS,2022-10,6
THIS,2022-11,1
THIS,2022-12,26
THIS,2023-01,10
THIS,2023-02,6
THIS,2023-03,31
THIS,2023-04,15
THIS,2023-05,7
THIS,2023-06,14
THIS,2023-07,13
THIS,2023-08,6
THIS,2023-09,7
THIS,2023-10,13
THIS,2023-11,8
THIS,2023-12,8
THIS,2024-01,21
THIS,2024-02,5
THIS,2024-03,14
THIS,2024-04,2
THIS,2024-05,29
THIS,2024-06,35
THIS,2024-07,25
THIS,2024-08,25
THIS,2024-09,16
THIS,2024-10,17
THIS,2024-11,15
THIS,2024-12,8
THIS,2025-01,11
THIS,2025-02,7
THIS,2025-03,6
THIS,2025-04,1
kek,2021-08,5
kek,2021-11,5
kek,2021-12,18
kek,2022-01,206
kek,2022-02,4685
kek,2022-03,6013
kek,2022-04,1556
kek,2022-05,740
kek,2022-06,744
kek,2022-07,364
kek,2022-08,320
kek,2022-09,95
kek,2022-10,125
kek,2022-11,124
kek,2022-12,122
kek,2023-01,356
kek,2023-02,223
kek,2023-03,319
kek,2023-04,153
kek,2023-05,139
kek,2023-06,59
kek,2023-07,37
kek,2023-08,37
kek,2023-09,260
kek,2023-10,71
kek,2023-11,65
kek,2023-12,63
kek,2024-01,51
kek,2024-02,48
kek,2024-03,68
kek,2024-04,51
kek,2024-05,54
kek,2024-06,83
kek,2024-07,34
kek,2024-08,89
kek,2024-09,60
kek,2024-10,44
kek,2024-11,6
kek,2024-12,26
kek,2025-01,4
kek,2025-05,2
natL,2021-08,8
natL,2021-12,16
natL,2022-01,18
natL,2022-02,9
natL,2022-03,57
natL,2022-04,1
natL,2022-05,1
natL,2022-12,2
natL,2023-01,1
natL,2023-06,2
natL,2023-12,1
natL,2024-02,1
natL,2024-05,1
natL,2024-06,1
natL,2024-07,1
natL,2024-08,1
OuttaPocket,2021-08,15
OuttaPocket,2021-09,1
OuttaPocket,2021-10,1
OuttaPocket,2021-12,41
OuttaPocket,2022-01,75
OuttaPocket,2022-02,41
OuttaPocket,2022-03,17
OuttaPocket,2022-04,1
OuttaPocket,2022-05,2
OuttaPocket,2022-06,3
OuttaPocket,2022-08,3
OuttaPocket,2022-09,3
OuttaPocket,2022-10,2
OuttaPocket,2022-12,21
OuttaPocket,2023-01,11
OuttaPocket,2023-02,7
OuttaPocket,2023-03,27
OuttaPocket,2023-04,16
OuttaPocket,2023-05,7
OuttaPocket,2023-06,14
OuttaPocket,2023-08,14
OuttaPocket,2023-09,12
OuttaPocket,2023-10,6
OuttaPocket,2023-11,11
OuttaPocket,2023-12,9
OuttaPocket,2024-01,20
OuttaPocket,2024-02,13
OuttaPocket,2024-03,21
OuttaPocket,2024-04,16
OuttaPocket,2024-05,16
OuttaPocket,2024-06,13
OuttaPocket,2024-07,11
OuttaPocket,2024-08,14
OuttaPocket,2024-09,8
OuttaPocket,2024-11,12
OuttaPocket,2024-12,35
OuttaPocket,2025-01,29
OuttaPocket,2025-02,8
OuttaPocket,2025-03,4
OuttaPocket,2025-04,3
OuttaPocket,2025-05,2
lulWut,2021-08,34
lulWut,2021-09,1
lulWut,2021-11,4
lulWut,2021-12,272
lulWut,2022-01,453
lulWut,2022-02,351
lulWut,2022-03,146
lulWut,2022-04,43
lulWut,2022-05,43
lulWut,2022-06,49
lulWut,2022-07,11
lulWut,2022-08,13
lulWut,2022-09,2
lulWut,2022-10,10
lulWut,2022-11,37
lulWut,2022-12,42
lulWut,2023-01,11
lulWut,2023-02,25
lulWut,2023-03,34
lulWut,2023-04,56
lulWut,2023-05,41
lulWut,2023-06,50
lulWut,2023-07,20
lulWut,2023-08,16
lulWut,2023-09,24
lulWut,2023-10,16
lulWut,2023-11,7
lulWut,2024-01,16
lulWut,2024-02,4
lulWut,2024-03,3
lulWut,2024-04,8
lulWut,2024-05,12
lulWut,2024-06,6
lulWut,2024-07,9
lulWut,2024-08,16
lulWut,2024-09,19
lulWut,2024-10,19
lulWut,2024-11,4
lulWut,2025-01,5
lulWut,2025-02,4
Okayeg,2021-08,36
Okayeg,2021-09,6
Okayeg,2021-12,28
Okayeg,2022-01,69
Okayeg,2022-02,34
Okayeg,2022-03,16
Okayeg,2022-04,6
Okayeg,2022-05,14
Okayeg,2022-06,14
Okayeg,2022-07,10
Okayeg,2022-08,9
Okayeg,2022-09,5
Okayeg,2022-10,7
Okayeg,2022-11,7
Okayeg,2022-12,11
Okayeg,2023-01,46
Okayeg,2023-02,36
Okayeg,2023-03,14
Okayeg,2023-04,10
Okayeg,2023-05,13
Okayeg,2023-06,3
Okayeg,2023-08,3
Okayeg,2023-09,19
Okayeg,2023-10,7
Okayeg,2023-11,1
Okayeg,2023-12,1
Okayeg,2024-01,1
Okayeg,2024-03,1
Okayeg,2024-06,2
Okayeg,2024-07,3
Okayeg,2024-08,5
Okayeg,2024-09,3
Okayeg,2024-10,13
Okayeg,2024-11,2
Okayeg,2024-12,1
Okayeg,2025-01,1
Okayeg,2025-04,1
Sadeg,2021-08,13
Sadeg,2021-11,5
Sadeg,2021-12,100
Sadeg,2022-01,120
Sadeg,2022-02,84
Sadeg,2022-03,39
Sadeg,2022-04,18
Sadeg,2022-05,11
Sadeg,2022-06,7
Sadeg,2022-07,7
Sadeg,2022-08,3
Sadeg,2022-09,6
Sadeg,2022-10,1
Sadeg,2022-11,3
Sadeg,2022-12,11
Sadeg,2023-01,5
Sadeg,2023-02,6
Sadeg,2023-03,12
Sadeg,2023-04,6
Sadeg,2023-05,94
Sadeg,2023-06,72
Sadeg,2023-07,26
Sadeg,2023-08,12
Sadeg,2023-09,14
Sadeg,2023-10,8
Sadeg,2023-11,4
Sadeg,2023-12,2
Sadeg,2024-01,2
Sadeg,2024-03,6
Sadeg,2024-04,5
Sadeg,2024-05,25
Sadeg,2024-06,7
Sadeg,2024-07,2
Sadeg,2024-08,4
Sadeg,2024-10,8
Sadeg,2024-11,2
Sadeg,2024-12,2
Sadeg,2025-01,3
Barry,2021-08,4
Barry,2021-12,1
Barry,2023-02,72
Barry,2023-03,37
Barry,2023-04,32
Barry,2023-05,28
Barry,2023-06,24
Barry,2023-07,4
Barry,2023-08,18
Barry,2023-09,13
Barry,2023-10,10
Barry,2023-11,8
Barry,2023-12,12
Barry,2024-01,94
Barry,2024-02,57
Barry,2024-03,50
Barry,2024-04,39
Barry,2024-05,29
Barry,2024-06,24
Barry,2024-07,14
Barry,2024-08,36
Barry,2024-09,29
Barry,2024-10,9
Barry,2024-11,3
Barry,2024-12,5
Barry,2025-01,4
Barry,2025-02,2
Barry,2025-03,4
yoink,2021-08,1
yoink,2021-12,4
yoink,2022-01,8
yoink,2022-02,11
yoink,2022-03,4
yoink,2022-05,1
yoink,2022-12,1
yoink,2023-02,2
yoink,2023-03,4
yoink,2023-04,2
yoink,2023-06,2
yoink,2023-11,2
yoink,2024-01,2
yoink,2024-02,1
yoink,2024-05,1
yoink,2024-11,1
yoink,2024-12,1
LULW,2021-08,26
LULW,2021-09,1
LULW,2021-12,172
LULW,2022-01,442
LULW,2022-02,168
LULW,2022-03,101
LULW,2022-04,45
LULW,2022-05,20
LULW,2022-06,13
LULW,2022-07,9
LULW,2022-08,15
LULW,2022-09,10
LULW,2022-10,5
LULW,2022-12,51
LULW,2023-01,255
LULW,2023-02,107
LULW,2023-03,104
LULW,2023-04,78
LULW,2023-05,58
LULW,2023-06,83
LULW,2023-07,13
LULW,2023-08,15
LULW,2023-09,49
LULW,2023-10,12
LULW,2023-11,19
LULW,2023-12,17
LULW,2024-01,18
LULW,2024-02,5
LULW,2024-03,21
LULW,2024-04,6
LULW,2024-05,17
LULW,2024-06,16
LULW,2024-07,2
LULW,2024-08,13
LULW,2024-09,6
LULW,2024-10,1
LULW,2024-11,1
LULW,2025-02,1
LULW,2025-03,3
mhm,2021-08,2
mhm,2021-12,1
mhm,2022-01,3
mhm,2022-02,4
mhm,2022-03,6
mhm,2022-04,1
mhm,2022-06,2
mhm,2022-08,1
mhm,2023-02,1
mhm,2023-03,1
mhm,2023-04,2
mhm,2023-07,1
mhm,2023-09,5
mhm,2023-10,1
mhm,2023-11,204
mhm,2023-12,245
mhm,2024-01,593
mhm,2024-02,127
mhm,2024-03,442
mhm,2024-04,411
mhm,2024-05,765
mhm,2024-06,400
mhm,2024-07,228
mhm,2024-08,547
mhm,2024-09,640
mhm,2024-10,438
mhm,2024-11,283
mhm,2024-12,643
mhm,2025-01,264
mhm,2025-02,68
mhm,2025-03,145
mhm,2025-04,53
mhm,2025-05,12
Latege,2021-08,9
Latege,2021-09,1
Latege,2021-11,1
Latege,2021-12,11
Latege,2022-01,67
Latege,2022-02,15
Latege,2022-03,22
Latege,2022-04,15
Latege,2022-05,18
Latege,2022-06,8
Latege,2022-07,2
Latege,2022-08,7
Latege,2022-10,6
Latege,2022-11,2
Latege,2022-12,5
Latege,2023-01,20
Latege,2023-02,18
Latege,2023-03,20
Latege,2023-04,28
Latege,2023-05,6
Latege,2023-06,15
Latege,2023-07,1
Latege,2023-08,9
Latege,2023-09,21
Latege,2023-10,4
Latege,2023-11,3
Latege,2024-01,17
Latege,2024-02,9
Latege,2024-03,20
Latege,2024-04,22
Latege,2024-05,28
Latege,2024-06,22
Latege,2024-07,11
Latege,2024-08,33
Latege,2024-09,8
Latege,2024-10,1
Latege,2024-11,14
Latege,2025-01,10
Latege,2025-02,2
Latege,2025-03,5
Latege,2025-04,3
reeferSad,2021-08,71
reeferSad,2021-09,7
reeferSad,2021-11,15
reeferSad,2021-12,89
reeferSad,2022-01,146
reeferSad,2022-02,206
reeferSad,2022-03,150
reeferSad,2022-04,23
reeferSad,2022-05,10
reeferSad,2022-06,19
reeferSad,2022-07,4
reeferSad,2022-08,2
reeferSad,2022-09,1
reeferSad,2022-10,3
reeferSad,2022-11,12
reeferSad,2022-12,40
reeferSad,2023-01,106
reeferSad,2023-02,47
reeferSad,2023-03,138
reeferSad,2023-04,66
reeferSad,2023-05,147
reeferSad,2023-06,142
reeferSad,2023-07,33
reeferSad,2023-08,21
reeferSad,2023-09,82
reeferSad,2023-10,43
reeferSad,2023-11,52
reeferSad,2023-12,24
reeferSad,2024-01,52
reeferSad,2024-02,15
reeferSad,2024-03,6
reeferSad,2024-04,9
reeferSad,2024-05,33
reeferSad,2024-06,7
reeferSad,2024-07,5
reeferSad,2024-08,10
reeferSad,2024-09,2
reeferSad,2024-11,12
reeferSad,2024-12,83
reeferSad,2025-01,53
reeferSad,2025-02,30
reeferSad,2025-03,18
reeferSad,2025-04,13
reeferSad,2025-05,1
POGGIES,2021-08,1
POGGIES,2021-12,187
POGGIES,2022-01,704
POGGIES,2022-02,288
POGGIES,2022-03,198
POGGIES,2022-04,34
POGGIES,2022-05,45
POGGIES,2022-06,4
POGGIES,2022-07,3
POGGIES,2022-08,4
POGGIES,2022-09,24
POGGIES,2022-10,13
POGGIES,2022-11,2
POGGIES,2022-12,95
POGGIES,2023-01,10
POGGIES,2023-02,11
POGGIES,2023-03,185
POGGIES,2023-04,7
POGGIES,2023-05,3
POGGIES,2023-06,8
POGGIES,2023-07,100
POGGIES,2023-08,13
POGGIES,2023-09,4
POGGIES,2023-10,4
POGGIES,2023-11,2
POGGIES,2023-12,10
POGGIES,2024-01,4
POGGIES,2024-02,2
POGGIES,2024-03,18
POGGIES,2024-04,4
POGGIES,2024-05,4
POGGIES,2024-06,10
POGGIES,2024-07,3
POGGIES,2024-08,5
POGGIES,2024-09,8
POGGIES,2024-10,5
POGGIES,2024-11,7
POGGIES,2024-12,6
POGGIES,2025-01,9
POGGIES,2025-02,1
POGGIES,2025-03,1
Chatting,2021-08,49
Chatting,2021-11,1
Chatting,2021-12,744
Chatting,2022-01,1249
Chatting,2022-02,1072
Chatting,2022-03,735
Chatting,2022-04,273
Chatting,2022-05,241
Chatting,2022-06,241
Chatting,2022-07,84
Chatting,2022-08,65
Chatting,2022-09,10
Chatting,2022-10,46
Chatting,2022-11,15
Chatting,2022-12,56
Chatting,2023-01,66
Chatting,2023-02,34
Chatting,2023-03,69
Chatting,2023-04,77
Chatting,2023-05,42
Chatting,2023-06,33
Chatting,2023-07,14
Chatting,2023-08,23
Chatting,2023-09,32
Chatting,2023-10,28
Chatting,2023-11,16
Chatting,2023-12,11
Chatting,2024-01,17
Chatting,2024-02,4
Chatting,2024-03,980
Chatting,2024-04,173
Chatting,2024-05,95
Chatting,2024-06,1368
Chatting,2024-07,39
Chatting,2024-08,24
Chatting,2024-09,10
Chatting,2024-10,51
Chatting,2024-11,7
Chatting,2024-12,16
Chatting,2025-01,7
Chatting,2025-02,9
Chatting,2025-03,6
Chatting,2025-04,2
Chatting,2025-05,7
LETSGO,2021-08,5
LETSGO,2021-12,3226
LETSGO,2022-01,1934
LETSGO,2022-02,817
LETSGO,2022-03,607
LETSGO,2022-04,111
LETSGO,2022-05,67
LETSGO,2022-06,22
LETSGO,2022-07,22
LETSGO,2022-08,27
LETSGO,2022-09,9
LETSGO,2022-10,6
LETSGO,2022-11,18
LETSGO,2022-12,59
LETSGO,2023-01,19
LETSGO,2023-02,11
LETSGO,2023-03,48
LETSGO,2023-04,27
LETSGO,2023-05,43
LETSGO,2023-06,52
LETSGO,2023-07,21
LETSGO,2023-08,40
LETSGO,2023-09,38
LETSGO,2023-10,20
LETSGO,2023-11,17
LETSGO,2023-12,25
LETSGO,2024-01,5
LETSGO,2024-02,9
LETSGO,2024-03,3
LETSGO,2024-04,6
LETSGO,2024-05,18
LETSGO,2024-06,12
LETSGO,2024-07,8
LETSGO,2024-08,16
LETSGO,2024-09,9
LETSGO,2024-10,21
LETSGO,2024-11,33
LETSGO,2024-12,15
LETSGO,2025-01,7
LETSGO,2025-02,6
LETSGO,2025-03,8
LETSGO,2025-04,9
LETSGO,2025-05,1
PogU,2021-08,9
PogU,2021-11,11
PogU,2021-12,1572
PogU,2022-01,1425
PogU,2022-02,1027
PogU,2022-03,728
PogU,2022-04,143
PogU,2022-05,106
PogU,2022-06,94
PogU,2022-07,43
PogU,2022-08,48
PogU,2022-09,31
PogU,2022-10,13
PogU,2022-11,48
PogU,2022-12,189
PogU,2023-01,56
PogU,2023-02,56
PogU,2023-03,79
PogU,2023-04,39
PogU,2023-05,64
PogU,2023-06,79
PogU,2023-07,65
PogU,2023-08,19
PogU,2023-09,48
PogU,2023-10,42
PogU,2023-11,21
PogU,2023-12,23
PogU,2024-01,31
PogU,2024-02,12
PogU,2024-03,17
PogU,2024-04,7
PogU,2024-05,14
PogU,2024-06,10
PogU,2024-07,10
PogU,2024-08,16
PogU,2024-09,5
PogU,2024-10,8
PogU,2024-11,3
PogU,2024-12,5
PogU,2025-01,3
PogU,2025-02,3
PogU,2025-03,9
PogU,2025-04,3
TOOBASED,2021-08,11
TOOBASED,2021-11,1
TOOBASED,2021-12,70
TOOBASED,2022-01,224
TOOBASED,2022-02,425
TOOBASED,2022-03,600
TOOBASED,2022-04,104
TOOBASED,2022-05,74
TOOBASED,2022-06,163
TOOBASED,2022-07,44
TOOBASED,2022-08,62
TOOBASED,2022-09,25
TOOBASED,2022-10,10
TOOBASED,2022-11,7
TOOBASED,2022-12,64
TOOBASED,2023-01,41
TOOBASED,2023-02,56
TOOBASED,2023-03,108
TOOBASED,2023-04,123
TOOBASED,2023-05,178
TOOBASED,2023-06,68
TOOBASED,2023-07,11
TOOBASED,2023-08,20
TOOBASED,2023-09,77
TOOBASED,2023-10,30
TOOBASED,2023-11,21
TOOBASED,2023-12,14
TOOBASED,2024-01,33
TOOBASED,2024-02,12
TOOBASED,2024-03,32
TOOBASED,2024-04,18
TOOBASED,2024-05,25
TOOBASED,2024-06,61
TOOBASED,2024-07,23
TOOBASED,2024-08,38
TOOBASED,2024-09,116
TOOBASED,2024-10,19
TOOBASED,2024-11,11
TOOBASED,2024-12,14
TOOBASED,2025-01,3
TOOBASED,2025-02,3
TOOBASED,2025-04,5
donkHey,2021-08,27
donkHey,2021-12,190
donkHey,2022-01,126
donkHey,2022-02,72
donkHey,2022-03,35
donkHey,2022-04,11
donkHey,2022-05,6
donkHey,2022-06,4
donkHey,2022-07,1
donkHey,2022-08,5
donkHey,2022-09,2
donkHey,2022-11,1
donkHey,2022-12,3
donkHey,2023-01,15
donkHey,2023-02,15
donkHey,2023-03,21
donkHey,2023-04,9
donkHey,2023-05,3
donkHey,2023-06,3
donkHey,2023-07,1
donkHey,2023-08,1
donkHey,2023-09,6
donkHey,2023-10,2
donkHey,2023-11,3
donkHey,2024-03,1
donkHey,2024-06,2
donkHey,2024-10,3
donkHey,2024-11,1
donkHey,2024-12,2
DonkCrayon,2021-08,6
DonkCrayon,2021-12,81
DonkCrayon,2022-01,74
DonkCrayon,2022-02,23
DonkCrayon,2022-03,52
DonkCrayon,2022-04,3
DonkCrayon,2022-05,2
DonkCrayon,2022-06,7
DonkCrayon,2022-07,5
DonkCrayon,2022-08,2
DonkCrayon,2022-09,1
DonkCrayon,2022-10,2
DonkCrayon,2023-01,7
DonkCrayon,2023-02,3
DonkCrayon,2023-03,4
DonkCrayon,2023-04,5
DonkCrayon,2023-05,8
DonkCrayon,2023-06,3
DonkCrayon,2023-07,4
DonkCrayon,2023-08,2
DonkCrayon,2023-09,6
DonkCrayon,2023-10,2
DonkCrayon,2024-03,1
DonkCrayon,2024-05,48
DonkCrayon,2024-06,8
DonkCrayon,2024-07,1
DonkCrayon,2024-08,8
DonkCrayon,2024-09,1
DonkCrayon,2024-10,3
DonkCrayon,2024-11,1
DonkCrayon,2024-12,1
DonkCrayon,2025-01,2
DonkCrayon,2025-02,1
spinning,2021-08,2
spinning,2021-12,1
spinning,2022-01,7
spinning,2022-02,3
spinning,2022-03,1
spinning,2022-05,1
spinning,2023-03,1
spinning,2023-04,2
spinning,2023-05,2
spinning,2023-06,1
spinning,2023-10,1
spinning,2023-11,2
spinning,2024-01,1
spinning,2024-04,2
spinning,2024-05,13
spinning,2024-06,12
spinning,2024-07,11
spinning,2024-08,3
spinning,2024-09,7
spinning,2024-11,20
spinning,2024-12,1
spinning,2025-01,5
spinning,2025-02,2
spinning,2025-03,1
byeee,2021-08,2
byeee,2021-12,1
byeee,2022-02,1
byeee,2023-12,19
byeee,2024-01,16
byeee,2024-02,7
byeee,2024-03,2
byeee,2024-04,13
byeee,2024-05,7
byeee,2024-06,12
byeee,2024-07,7
byeee,2024-08,29
byeee,2024-09,12
byeee,2024-10,25
byeee,2024-11,8
byeee,2024-12,14
byeee,2025-01,8
byeee,2025-02,3
byeee,2025-03,3
byeee,2025-04,4
donkNaked,2021-08,11
donkNaked,2021-12,109
donkNaked,2022-01,45
donkNaked,2022-02,113
donkNaked,2022-03,52
donkNaked,2022-04,8
donkNaked,2022-05,4
donkNaked,2022-06,19
donkNaked,2022-08,2
donkNaked,2022-09,4
donkNaked,2022-10,3
donkNaked,2022-12,29
donkNaked,2023-01,11
donkNaked,2023-02,6
donkNaked,2023-03,19
donkNaked,2023-04,15
donkNaked,2023-05,4
donkNaked,2023-06,5
donkNaked,2023-08,6
donkNaked,2023-09,11
donkNaked,2023-10,6
donkNaked,2023-11,2
donkNaked,2023-12,1
donkNaked,2024-01,2
donkNaked,2024-02,4
donkNaked,2024-03,7
donkNaked,2024-04,17
donkNaked,2024-05,1
donkNaked,2024-06,2
donkNaked,2024-07,7
donkNaked,2024-08,4
donkNaked,2024-10,3
donkNaked,2024-11,1
donkNaked,2024-12,17
donkNaked,2025-01,2
donkNaked,2025-02,1
frfr,2021-08,1
frfr,2022-01,1
frfr,2022-02,2
frfr,2022-03,6
frfr,2022-04,4
frfr,2022-10,1
frfr,2022-12,1
frfr,2023-02,1
frfr,2023-03,60
frfr,2023-04,63
frfr,2023-05,13
frfr,2023-06,44
frfr,2023-07,5
frfr,2023-08,2
frfr,2023-09,18
frfr,2023-10,9
frfr,2023-11,11
frfr,2024-01,3
frfr,2024-02,2
frfr,2024-03,13
frfr,2024-04,20
frfr,2024-05,31
frfr,2024-06,30
frfr,2024-07,6
frfr,2024-08,53
frfr,2024-09,35
frfr,2024-10,42
frfr,2024-11,6
frfr,2024-12,11
frfr,2025-01,11
frfr,2025-02,2
frfr,2025-03,12
frfr,2025-04,1
pizza,2021-08,5
pizza,2021-12,201
pizza,2022-01,111
pizza,2022-02,123
pizza,2022-03,74
pizza,2022-04,14
pizza,2022-05,11
pizza,2022-06,35
pizza,2022-07,13
pizza,2022-08,2
pizza,2022-09,1
pizza,2022-11,2
pizza,2022-12,14
pizza,2023-01,23
pizza,2023-02,9
pizza,2023-03,56
pizza,2023-04,20
pizza,2023-05,24
pizza,2023-06,34
pizza,2023-07,15
pizza,2023-08,33
pizza,2023-09,29
pizza,2023-10,27
pizza,2023-11,12
pizza,2024-01,14
pizza,2024-03,6
pizza,2024-04,3
pizza,2024-05,27
pizza,2024-06,14
pizza,2024-07,14
pizza,2024-08,20
pizza,2024-09,10
pizza,2024-10,6
pizza,2024-11,11
pizza,2024-12,16
pizza,2025-01,11
pizza,2025-02,1
pizza,2025-03,6
ItalianHands,2021-08,7
ItalianHands,2021-12,190
ItalianHands,2022-01,96
ItalianHands,2022-02,79
ItalianHands,2022-03,33
ItalianHands,2022-04,40
ItalianHands,2022-05,50
ItalianHands,2022-06,19
ItalianHands,2022-07,18
ItalianHands,2022-08,5
ItalianHands,2022-10,2
ItalianHands,2022-11,1
ItalianHands,2022-12,12
ItalianHands,2023-01,6
ItalianHands,2023-02,10
ItalianHands,2023-03,5
ItalianHands,2023-04,14
ItalianHands,2023-05,19
ItalianHands,2023-06,19
ItalianHands,2023-07,9
ItalianHands,2023-08,1
ItalianHands,2023-09,14
ItalianHands,2023-10,6
ItalianHands,2023-11,12
ItalianHands,2024-01,2
ItalianHands,2024-02,1
ItalianHands,2024-03,2
ItalianHands,2024-04,3
ItalianHands,2024-05,13
ItalianHands,2024-06,12
ItalianHands,2024-07,3
ItalianHands,2024-08,2
ItalianHands,2024-09,4
ItalianHands,2024-11,3
ItalianHands,2024-12,9
ItalianHands,2025-01,2
daphJR,2021-08,3
daphJR,2021-12,5
daphJR,2022-01,40
daphJR,2022-02,40
daphJR,2022-03,3
daphJR,2022-06,3
daphJR,2022-07,2
daphJR,2022-08,1
daphJR,2022-09,41
daphJR,2022-10,39
daphJR,2022-11,150
daphJR,2022-12,184
daphJR,2023-01,351
daphJR,2023-02,522
daphJR,2023-03,993
daphJR,2023-04,537
daphJR,2023-05,467
daphJR,2023-06,154
daphJR,2023-07,41
daphJR,2023-08,14
daphJR,2023-09,56
daphJR,2023-10,15
daphJR,2023-11,26
daphJR,2023-12,24
daphJR,2024-01,25
daphJR,2024-02,31
daphJR,2024-03,93
daphJR,2024-04,19
daphJR,2024-05,80
daphJR,2024-06,56
daphJR,2024-07,29
daphJR,2024-08,81
daphJR,2024-09,64
daphJR,2024-10,13
daphJR,2024-11,1
daphJR,2024-12,27
Damn,2021-08,2
Damn,2021-12,11
Damn,2022-01,23
Damn,2022-02,25
Damn,2022-03,5
Damn,2022-04,3
Damn,2022-06,1
Damn,2022-07,1
Damn,2022-09,3
Damn,2022-10,2
Damn,2022-11,3
Damn,2022-12,5
Damn,2023-01,3
Damn,2023-02,7
Damn,2023-03,2
Damn,2023-04,4
Damn,2023-05,2
Damn,2023-06,3
Damn,2023-07,1
Damn,2023-08,4
Damn,2023-10,2
Damn,2024-01,3
Damn,2024-02,1
Damn,2024-04,1
Damn,2024-05,2
Damn,2024-06,3
Damn,2024-08,722
Damn,2024-09,474
Damn,2024-10,710
Damn,2024-11,511
Damn,2024-12,18
Damn,2025-01,225
Damn,2025-02,150
Damn,2025-03,108
Damn,2025-04,63
Damn,2025-05,24
PokiKiss,2021-08,10
PokiKiss,2021-12,129
PokiKiss,2022-01,125
PokiKiss,2022-02,95
PokiKiss,2022-03,34
PokiKiss,2022-04,7
PokiKiss,2022-05,1
PokiKiss,2022-06,2
PokiKiss,2022-09,5
PokiKiss,2022-10,1
PokiKiss,2022-11,1
PokiKiss,2022-12,12
PokiKiss,2023-01,1
PokiKiss,2023-02,6
PokiKiss,2023-03,2
PokiKiss,2023-04,1
PokiKiss,2023-05,1
PokiKiss,2023-09,3
PokiKiss,2023-10,1
PokiKiss,2024-01,1
PokiKiss,2024-04,2
PokiKiss,2024-05,1
PokiKiss,2024-06,10
PokiKiss,2024-07,5
PokiKiss,2024-08,8
PokiKiss,2024-09,2
PokiKiss,2024-11,3
PokiKiss,2025-01,1
PokiKiss,2025-02,1
Robert,2021-08,6
Robert,2021-09,1
Robert,2021-12,2
Robert,2022-01,4
Robert,2022-02,2
Robert,2022-03,4
Robert,2022-04,1
Robert,2022-12,1
Robert,2023-01,1
Robert,2023-02,10
Robert,2023-03,294
Robert,2023-04,71
Robert,2023-05,33
Robert,2023-06,5
Robert,2023-07,2
Robert,2023-08,33
Robert,2023-09,9
Robert,2023-10,6
Robert,2023-12,9
Robert,2024-01,15
Robert,2024-02,5
Robert,2024-03,27
Robert,2024-04,31
Robert,2024-05,2
Robert,2024-06,15
Robert,2024-07,10
Robert,2024-08,3
Robert,2024-09,5
Robert,2024-11,2
Robert,2024-12,1
Robert,2025-01,3
Robert,2025-02,3
Robert,2025-03,1
Robert,2025-04,1
Robert,2025-05,7
POOTERS,2021-08,2
POOTERS,2021-12,381
POOTERS,2022-01,76
POOTERS,2022-02,159
POOTERS,2022-03,36
POOTERS,2022-04,52
POOTERS,2022-05,3
POOTERS,2022-07,1
POOTERS,2022-10,3
POOTERS,2022-11,1
POOTERS,2022-12,6
POOTERS,2023-01,6
POOTERS,2023-02,6
POOTERS,2023-03,3
POOTERS,2023-04,9
POOTERS,2023-05,13
POOTERS,2023-06,4
POOTERS,2023-07,8
POOTERS,2023-09,7
POOTERS,2023-10,2
POOTERS,2023-11,6
POOTERS,2023-12,1
POOTERS,2024-01,8
POOTERS,2024-04,4
POOTERS,2024-05,3
POOTERS,2024-06,1
POOTERS,2024-07,1
POOTERS,2024-08,3
POOTERS,2024-11,1
POOTERS,2025-01,1
POOTERS,2025-03,3
POOTERS,2025-04,1
POOTERS,2025-05,1
Offline,2021-08,5
Offline,2021-12,18
Offline,2022-01,23
Offline,2022-02,5
Offline,2022-03,11
Offline,2022-04,5
Offline,2022-05,1
Offline,2022-06,1
Offline,2022-07,1
Offline,2022-12,3
Offline,2023-03,11
Offline,2023-04,4
Offline,2023-05,3
Offline,2023-09,3
Offline,2023-10,2
Offline,2023-11,1
Offline,2023-12,2
Offline,2024-01,3
Offline,2024-03,1
Offline,2024-07,1
Offline,2024-10,2
borpaHalt,2021-08,27
borpaHalt,2021-12,11
borpaHalt,2022-01,227
borpaHalt,2022-02,119
borpaHalt,2022-03,58
borpaHalt,2022-04,23
borpaHalt,2022-05,39
borpaHalt,2022-06,5
borpaHalt,2022-07,4
borpaHalt,2022-08,1
borpaHalt,2022-12,3
borpaHalt,2023-01,6
borpaHalt,2023-02,4
borpaHalt,2023-03,3
borpaHalt,2023-04,7
borpaHalt,2023-05,8
borpaHalt,2023-06,2
borpaHalt,2023-07,2
borpaHalt,2023-08,5
borpaHalt,2023-09,4
borpaHalt,2024-01,6
borpaHalt,2024-02,6
borpaHalt,2024-03,10
borpaHalt,2024-04,8
